tariff_fraction,total
3905.21.00,219
8541.50.00,219
9616.10.00,218
0710.80.97,218
4417.00.20,218
2005.99.93,218
7415.33.00,218
7616.91.00,218
2202.90.30,218
3918.90.20,218
8402.90.00,218
0710.80.98,218
4823.70.10,217
6207.91.10,217
0304.99.00,217
7407.10.90,217
3808.99.12,216
7117.90.46,216
2801.10.00,216
6404.19.91,216
8476.89.00,215
7306.40.00,215
4010.35.00,215
3104.20.00,215
8533.39.00,214
0406.40.00,214
7019.59.00,214
4411.14.12,214
6104.13.20,214
5703.30.40,213
6912.00.11,213
6204.63.21,213
8523.49.11,213
8451.21.90,213
9703.00.00,213
6805.20.00,212
0810.50.00,212
8513.90.00,212
8530.90.00,212
8462.91.00,211
8523.29.39,211
7315.82.10,211
2853.90.90,211
6208.21.10,211
2205.90.99,210
8515.29.00,210
4908.10.00,210
7907.00.92,210
0210.11.11,209
6302.21.20,209
8415.10.10,209
7117.90.10,209
2104.10.12,208
3921.14.20,208
3926.90.74,208
9015.10.00,208
7323.10.90,208
6110.11.10,208
1001.19.00,208
5601.30.00,208
5907.00.90,207
3402.12.21,207
1214.10.00,207
8716.20.00,207
6203.12.00,206
9021.50.00,206
5807.90.90,206
5407.84.00,206
5512.29.00,205
7307.93.00,205
8542.32.30,205
3923.90.70,205
6110.90.10,205
3923.29.10,205
4016.94.00,205
2308.00.90,204
8441.80.00,204
3304.91.20,204
2008.30.00,204
2922.49.00,204
7326.90.10,204
6813.89.00,204
2005.99.91,203
0402.10.99,203
9613.80.10,203
6217.90.00,202
8547.20.00,202
8509.80.11,202
4811.59.90,202
7215.90.90,202
5602.90.10,201
8415.81.00,201
3825.90.00,201
7326.90.60,201
8465.95.00,201
3923.50.40,201
7204.10.00,200
8703.22.99,200
8462.99.00,200
4812.00.00,200
7616.99.91,200
2914.11.00,200
2902.30.00,200
1602.39.00,200
6115.29.10,200
8452.29.90,200
2710.12.99,199
2835.39.00,199
9031.10.00,199
7223.00.00,199
2835.31.00,198
1701.91.90,198
2009.79.10,198
7616.99.10,198
6203.11.00,198
4410.11.30,198
9007.92.00,198
6601.99.10,198
3102.90.90,198
5705.00.92,198
4814.90.00,198
6304.99.20,198
7318.12.00,197
6811.81.00,197
3920.99.10,197
9011.90.00,197
9017.90.90,197
4818.90.10,197
6107.91.00,197
8483.10.10,197
8546.20.00,197
7314.31.90,197
4707.90.00,197
9406.10.19,197
8535.29.00,197
4823.90.40,197
8712.00.10,197
8544.49.11,196
6210.10.10,196
2008.99.29,196
7614.90.00,195
5702.49.10,195
8208.20.00,195
6204.53.30,195
8544.20.10,195
2934.99.90,195
9007.10.00,195
6101.20.10,195
4006.90.90,194
9402.90.11,194
6302.39.30,194
4412.99.90,194
1006.20.10,194
0207.14.13,193
8903.99.20,193
9015.90.90,193
3917.21.20,193
8443.99.10,192
2804.29.90,192
9022.14.00,192
9404.90.12,192
2104.10.94,192
6204.21.11,192
8704.23.10,192
7304.19.00,191
6302.21.10,191
9620.00.22,191
8424.30.10,191
8523.41.00,190
0901.11.90,190
0801.19.00,190
8544.49.30,190
5705.00.30,190
6403.59.10,190
4808.40.90,190
4017.00.19,189
3922.10.20,189
8711.40.10,189
2008.91.00,189
7216.61.90,188
4905.99.00,188
3904.90.00,188
1605.10.00,188
4810.99.90,188
0710.22.00,188
8308.10.00,188
7010.90.12,188
7415.21.00,187
5602.90.90,187
8424.90.20,187
2301.10.10,186
9024.90.00,186
8711.10.00,186
3206.11.10,186
7222.19.00,186
6909.90.00,186
0206.22.00,186
2922.41.00,186
9604.00.19,186
9208.90.20,186
8210.00.10,186
8501.61.00,186
0603.19.94,185
0909.61.10,185
9405.50.51,185
7907.00.91,185
2004.90.89,185
3824.99.60,185
9401.20.20,184
1504.10.00,184
8470.29.00,184
3504.00.10,184
4202.31.11,184
6810.11.00,184
4202.92.91,184
4417.00.90,183
6204.51.00,183
3507.90.10,183
8508.70.10,183
5702.42.10,183
6203.32.10,183
5804.21.00,183
3403.91.90,183
0106.19.00,183
2009.69.20,182
4802.55.39,182
6104.19.20,182
4012.19.90,182
9027.90.30,182
2208.90.41,182
9701.90.10,182
8202.31.00,182
2811.22.00,181
9504.90.19,181
3912.39.00,181
3923.10.50,181
9104.00.00,181
5904.10.00,181
1516.20.10,181
2703.00.00,181
5407.94.00,180
1602.42.10,180
3407.00.10,180
0702.00.00,180
5703.20.10,180
8517.69.10,180
7415.29.00,179
8421.12.90,179
7309.00.10,179
8527.19.10,179
9014.90.00,179
3213.10.20,179
9503.00.10,178
2918.14.00,178
3102.21.00,178
8511.20.00,178
1902.20.90,178
7208.51.00,178
2936.29.00,178
0305.59.00,178
9406.00.90,178
3920.69.00,177
2815.11.00,177
8704.23.20,177
2903.71.00,177
8708.93.10,177
6802.99.19,177
6206.20.20,177
7318.13.00,176
8432.90.10,176
3921.14.90,176
3402.13.21,176
3821.00.20,176
0710.80.99,176
4114.10.10,176
2009.11.00,176
9105.19.00,176
6210.30.00,175
3922.10.12,175
2205.10.20,175
7311.00.10,175
6206.10.20,175
6110.12.00,175
9506.62.90,174
8306.30.10,174
6207.91.21,174
7003.19.90,174
5702.31.00,174
1905.40.90,174
6802.23.90,174
8703.24.21,174
7208.52.00,174
0804.10.10,174
7017.20.00,174
4011.70.10,174
8437.80.90,173
5305.00.90,173
8466.20.00,173
5407.54.00,173
3301.90.90,172
4012.11.00,172
6204.22.21,172
3505.10.40,172
3004.31.00,172
3606.90.90,171
3402.11.21,171
8418.30.90,171
9113.90.30,171
9403.20.92,171
6808.00.10,171
3402.13.90,171
9405.50.10,170
4411.14.19,170
8440.90.00,170
8419.81.90,170
2009.41.00,170
6109.90.10,170
6204.61.10,170
3104.90.90,170
8523.29.90,170
9406.90.69,170
6403.99.20,170
5911.10.90,169
1102.90.40,169
4902.90.22,169
8425.31.90,169
0910.12.00,169
3507.90.21,169
8523.59.20,169
2202.99.30,169
8411.99.00,169
0908.12.00,169
6813.20.10,169
8506.30.19,168
2309.90.22,168
7217.10.39,168
8542.90.00,168
8607.91.00,167
1302.39.00,167
4012.12.00,167
4802.61.19,167
4012.90.19,167
6204.29.23,166
9504.90.40,166
1209.29.90,166
3923.30.50,166
6306.29.00,166
6601.10.00,166
8518.29.10,166
5702.39.99,166
3811.21.90,166
0402.10.91,165
8474.39.00,165
6302.99.20,165
8426.41.00,165
5701.90.00,165
1204.00.90,165
8308.20.00,165
5702.49.99,165
7323.92.10,165
6603.90.90,164
4911.10.91,164
5516.14.00,164
4909.00.21,164
7015.90.00,164
8543.20.00,164
6304.91.20,164
8707.90.29,164
1214.90.00,163
8438.60.90,163
8516.80.10,163
8501.64.00,163
0802.90.00,163
4819.30.20,163
6404.20.96,163
8475.90.00,162
7216.91.19,162
0809.29.00,162
2004.90.11,162
8523.29.10,162
3926.90.93,162
4011.63.90,162
4820.30.40,162
1702.30.20,162
3815.90.10,162
6404.19.93,162
9401.90.20,161
4811.90.49,161
3824.99.95,161
4813.90.90,161
8516.31.10,161
8711.50.10,161
2106.90.49,161
9022.13.00,161
7212.20.10,161
8703.32.94,161
6107.11.20,160
3703.20.00,160
2008.11.20,160
8530.10.00,160
4418.99.90,160
6115.22.10,160
7616.99.31,159
6115.10.10,159
8429.20.00,159
5806.31.90,159
3506.91.10,159
0714.90.00,159
8408.10.00,158
7318.11.00,158
2106.90.30,158
4011.80.91,158
5601.21.29,157
5810.92.10,157
8451.30.90,157
2009.29.10,157
7616.10.10,157
9405.10.49,157
6402.99.22,157
4014.90.10,157
6405.10.00,157
7607.20.20,157
8504.23.00,157
1211.90.90,157
6204.21.24,157
8516.32.10,156
0902.40.00,156
7907.00.89,156
2833.11.00,156
2104.10.96,156
8459.29.00,156
6403.91.20,155
1806.90.10,155
1108.19.00,155
0304.87.00,155
4011.30.00,155
9018.31.00,155
7306.29.00,155
2806.10.00,155
4818.50.10,154
8504.34.00,154
3701.10.00,154
7314.49.90,154
8421.22.00,154
2936.90.90,154
7415.10.00,153
6812.99.20,153
2101.20.00,153
2901.29.10,153
7217.20.31,153
9614.00.90,153
7216.10.99,152
5703.90.91,152
6403.59.20,152
9011.10.00,152
0705.21.00,152
9101.11.00,151
3904.21.90,151
3206.49.90,151
2523.21.00,151
6804.10.00,151
9604.00.90,151
6104.51.00,151
1108.14.00,151
4202.92.31,151
6208.92.29,151
4802.55.32,150
2905.11.00,150
8443.32.90,150
8432.80.00,150
1902.11.00,150
5911.10.10,150
2924.29.00,150
9013.20.00,150
9028.30.10,150
8417.90.90,150
2106.90.15,150
8528.71.10,149
8424.49.90,149
2513.10.90,149
8207.30.90,149
2815.12.00,149
2711.12.00,148
6308.00.00,148
2520.10.00,148
3802.10.00,148
5401.20.20,148
4802.69.90,148
2009.81.00,148
8903.10.10,148
7229.90.90,148
1504.20.00,148
6104.41.10,148
1602.10.10,147
8474.20.00,147
2202.99.19,147
4823.69.20,147
2512.00.00,147
2522.20.00,147
8507.50.00,146
2712.20.00,146
1601.00.12,146
6902.90.00,146
4811.90.19,146
6304.92.20,146
7806.00.29,145
6404.20.20,145
0210.19.90,145
5603.13.00,145
6403.99.98,145
3214.10.31,145
3215.11.10,145
7208.27.00,145
2526.20.00,144
7306.50.00,144
3006.91.00,144
6208.99.11,144
7216.31.90,144
9028.90.90,144
1901.90.10,144
7614.10.00,144
7216.50.10,144
3209.90.29,144
2804.21.00,144
6204.23.26,144
2201.90.90,143
0804.10.20,143
3211.00.00,143
9111.20.00,143
5608.19.90,143
8202.39.00,143
9028.90.10,143
7114.11.00,143
8429.59.10,143
0603.19.10,143
6802.91.21,143
4707.10.00,142
9002.20.00,142
2905.12.00,142
8451.80.00,142
7411.29.00,142
6701.00.00,142
3213.90.20,142
1806.32.20,142
8433.51.00,142
9101.19.00,142
0714.10.00,142
4401.39.00,142
3920.99.90,142
2915.70.00,142
3808.99.19,142
3208.90.30,141
8514.90.00,141
2933.99.00,141
8703.22.20,141
6207.11.20,141
3907.91.10,141
8443.11.00,141
2833.29.90,141
3003.90.91,141
7013.10.21,140
6104.13.10,140
2005.99.11,140
2009.89.32,140
9506.40.10,140
8532.25.00,140
8412.80.90,140
6104.32.00,140
1302.19.60,140
0802.51.00,140
8211.93.10,140
9701.90.00,140
6302.31.50,139
8465.92.00,139
4411.12.19,139
0704.90.90,138
8416.90.00,138
8708.80.10,138
0604.20.10,138
4804.39.90,138
8528.42.00,138
0303.49.00,138
8207.80.00,137
5705.00.20,137
5806.10.20,137
8703.80.00,137
4807.00.90,137
0704.90.10,137
2930.40.00,137
8435.10.00,137
2922.42.00,137
8207.30.10,137
3213.90.90,137
1605.40.90,136
6802.21.19,136
0106.39.00,136
6908.10.00,136
7304.23.00,136
1702.60.90,136
5516.94.00,136
8418.61.90,136
5204.20.00,136
2009.89.19,136
6203.22.90,136
3923.90.60,136
8501.34.00,135
7222.40.00,135
8527.29.00,135
8413.70.20,135
0713.31.90,135
4819.40.20,135
1507.90.90,135
3002.15.00,135
8715.00.99,134
4907.00.90,134
3907.91.90,134
2101.12.90,134
8433.20.00,134
0101.21.00,134
7907.00.70,134
3401.19.30,133
4418.10.00,133
9613.10.00,133
3704.00.10,133
0304.42.00,133
0404.10.99,133
0910.99.10,133
1302.19.90,133
8423.82.20,133
3306.10.10,133
8202.91.10,133
8436.21.00,132
2102.20.00,132
8432.21.00,132
8707.90.21,132
0304.61.00,132
1604.13.10,132
1602.90.00,132
3204.19.90,132
0403.10.22,132
3401.19.90,132
9002.19.00,132
8413.81.20,132
6403.51.20,132
7215.10.30,131
8418.10.11,131
8542.31.30,131
4017.00.11,131
8437.10.90,131
9202.10.00,131
6111.30.10,131
1702.20.20,130
0402.21.99,130
8415.83.00,130
2009.12.00,130
2008.19.21,130
7605.29.90,130
8479.82.10,130
3912.90.00,130
5705.00.91,130
2809.20.00,130
9208.10.00,130
9406.90.52,129
7415.39.00,129
2004.90.31,129
8544.60.91,129
8410.90.00,129
8714.91.10,129
2916.31.00,129
8202.40.00,129
9027.80.20,129
2711.13.00,129
3605.00.00,129
4419.11.10,129
8704.10.00,128
3824.71.80,128
7304.11.00,128
3213.10.90,128
2004.90.71,128
2005.91.00,128
6112.11.00,128
2807.00.10,128
1601.00.31,128
3701.30.90,127
9208.90.90,127
3920.51.10,127
2201.10.10,127
7610.90.30,127
8536.10.21,127
8474.10.00,127
1006.20.90,127
6912.00.20,126
9406.00.29,126
6208.11.20,126
8523.80.59,126
0402.91.91,126
3401.30.10,126
4002.11.00,126
4823.90.97,126
0703.90.00,126
3501.90.00,126
2827.39.90,126
7216.32.00,125
0902.20.00,125
4015.90.10,125
3824.91.00,125
3405.90.10,125
3918.90.10,125
6106.90.20,125
8433.59.00,125
9702.00.00,125
0906.11.00,124
2918.15.00,124
0712.20.10,124
5404.19.90,124
1105.20.10,124
8703.10.20,124
2009.31.00,124
6812.99.40,124
2004.90.19,124
0709.60.10,124
7214.20.90,124
4202.99.91,124
7323.93.10,123
4410.11.90,123
0402.99.91,123
2828.10.00,123
4008.29.19,123
0307.99.90,123
3921.14.10,123
8544.60.92,123
7019.39.10,123
6207.19.10,123
0201.20.00,123
5511.30.00,123
7314.50.10,123
3903.19.00,123
7010.20.00,122
9032.81.00,122
8422.40.10,122
6905.90.00,122
6911.90.90,122
0302.14.00,122
5402.32.00,122
2309.90.29,122
4601.92.00,122
8703.21.96,122
9028.10.00,121
8514.30.90,121
4303.10.00,121
7216.99.10,121
0802.11.00,121
8528.59.00,121
1507.10.00,121
3004.39.20,121
0713.20.00,121
4805.40.90,120
3904.10.00,120
2922.29.90,120
2104.10.13,120
2712.90.90,120
4811.10.90,119
8528.69.10,119
7311.00.20,119
0207.27.10,119
0306.17.19,119
7314.50.20,119
6809.90.20,119
6204.11.00,118
8711.50.20,118
2827.20.00,118
9030.84.00,118
0904.21.00,118
3505.10.90,118
3215.19.10,117
3802.90.90,117
6404.19.10,117
7419.99.19,117
8501.32.20,117
6909.11.00,117
6404.20.97,117
4419.12.00,117
5608.90.19,117
4417.00.11,117
3920.73.00,117
9018.41.00,116
4401.21.00,116
9306.29.00,116
5906.99.90,116
8516.31.90,116
9022.19.00,116
8419.19.90,116
8703.24.97,116
9612.20.00,116
0603.19.20,115
9401.10.10,115
6305.20.00,115
8547.90.10,115
8418.40.19,115
0306.16.90,115
4005.91.90,115
7210.49.10,115
2402.10.00,115
4008.21.10,115
3004.90.93,115
6204.12.21,115
0106.32.00,115
5515.11.00,115
8302.50.10,115
6117.90.00,114
6302.21.90,114
8703.23.29,114
8702.90.10,114
8448.59.00,114
1107.10.10,114
6204.63.12,114
1605.53.00,114
4810.92.10,114
3102.29.00,114
1102.90.30,114
3811.21.10,114
8523.29.21,114
1605.69.00,114
4811.49.90,114
6802.93.90,113
8701.92.10,113
4418.90.90,113
8548.90.90,113
2833.21.00,113
4409.10.90,113
1901.90.69,113
2002.90.13,113
7103.99.00,113
1901.10.90,113
2916.19.00,113
8436.10.00,113
8419.81.10,113
2008.19.22,113
0307.59.90,113
8413.20.10,112
9018.90.10,112
6107.21.20,112
3926.90.98,112
9601.90.90,112
7007.21.00,112
8535.40.00,112
4011.61.00,112
7019.19.00,112
4802.54.31,112
8474.80.90,112
6307.90.40,112
1508.90.00,112
2936.27.00,112
8528.52.22,112
1511.90.00,112
8536.70.20,112
8533.21.00,111
6302.60.20,111
7322.90.00,111
5702.50.99,111
3926.90.11,111
0407.90.00,111
8212.90.00,111
8462.39.00,111
3602.00.90,111
0405.20.90,111
1515.30.90,111
3926.90.51,111
8424.82.10,111
1004.90.00,111
8438.20.00,110
5903.90.00,110
9014.10.10,110
3603.00.00,110
4504.10.90,110
9111.80.00,110
0709.60.90,110
8714.20.00,110
4816.20.10,110
6901.00.00,110
7010.90.19,110
8528.49.29,110
5703.20.40,110
0307.11.00,110
0402.91.92,110
7612.90.91,110
6811.40.99,110
0402.99.93,109
8452.30.00,109
4409.29.90,109
7616.10.20,109
2517.41.00,109
2834.29.00,109
2001.90.63,109
6211.32.10,109
8714.10.93,109
5402.39.00,109
8532.30.00,109
7806.00.99,109
2915.50.00,109
7108.12.00,109
8531.80.30,109
0307.52.90,109
3902.10.00,108
6403.51.30,108
8545.19.00,108
7610.90.40,108
9405.92.10,108
9606.21.00,108
9603.40.11,108
8430.49.00,108
8501.33.20,108
5607.50.10,108
8607.30.00,108
7005.29.90,108
9406.90.51,108
7217.10.20,107
5601.22.19,107
3402.11.29,107
8708.29.10,107
6910.90.19,107
2306.60.00,107
8701.91.10,107
6811.89.19,106
8709.19.00,106
9102.91.00,106
4906.00.00,106
4411.12.12,106
8420.99.00,106
4504.90.30,106
1806.31.10,106
8209.00.00,106
9113.90.50,105
1515.90.90,105
8514.40.90,105
7306.69.00,105
4411.13.99,105
1601.00.91,105
7607.11.00,105
5407.92.00,105
7219.90.00,105
0710.80.94,105
1901.90.29,105
3808.99.92,105
3920.62.29,105
5207.90.00,105
4802.58.49,105
2009.21.00,105
8460.39.00,104
3912.31.00,104
8416.30.90,104
2004.90.12,104
9601.90.10,104
8716.31.90,104
0207.12.00,104
2701.20.00,104
8509.80.92,104
2508.10.00,104
9022.30.00,104
3920.62.19,104
6914.10.00,104
4802.55.99,104
0511.10.00,104
1106.30.00,103
2933.39.90,103
8533.31.00,103
6110.11.90,103
4802.57.90,103
3917.32.10,103
9619.00.49,103
3911.90.00,103
6207.99.10,103
4503.90.90,103
4304.00.11,103
3824.90.60,103
0712.39.00,103
3004.32.20,103
8423.30.00,102
4005.99.90,102
7304.31.00,102
2915.29.90,102
8207.13.00,102
6802.99.90,102
0805.20.00,102
5810.10.10,102
0713.33.20,102
2507.00.00,102
0307.39.90,102
8519.89.00,102
8523.49.21,101
4409.10.20,101
2008.93.00,101
6204.29.25,101
0207.14.29,101
6204.63.22,101
4411.13.12,101
7314.42.90,101
2811.29.90,101
9620.00.29,100
5703.20.20,100
4802.62.30,100
4811.90.11,100
5407.51.00,100
8702.10.19,100
2933.59.00,100
7010.90.21,100
9018.13.00,100
6807.90.90,100
1806.32.90,100
8424.81.10,99
6302.40.00,99
5207.10.00,99
7222.20.00,99
7013.99.20,99
5406.00.20,99
2836.99.90,99
4410.19.19,99
6115.21.10,99
4811.51.10,99
4802.54.39,99
7010.90.11,99
8525.50.10,99
5703.20.30,99
8402.19.00,99
6802.10.00,98
9406.00.59,98
6205.30.21,98
9027.20.00,98
2004.90.32,98
3402.19.10,98
2521.00.00,98
8511.90.10,98
4810.92.90,98
7301.20.99,98
2005.99.31,97
4805.91.90,97
6802.21.11,97
8453.90.00,97
6310.10.00,97
7113.20.00,97
8521.10.90,97
8211.92.10,97
3207.20.00,97
8424.41.90,97
6907.90.90,97
8428.40.00,97
1005.10.00,96
4411.14.99,96
1103.19.90,96
5911.90.10,96
9401.59.00,96
8472.90.10,96
8545.90.00,95
2618.00.00,95
5703.90.20,95
4412.10.90,95
4601.21.00,95
2005.99.69,95
4012.90.90,95
8205.60.00,95
8433.40.00,95
6116.10.90,95
8509.80.91,95
2811.19.90,95
7418.10.10,95
8430.41.00,95
6802.29.11,95
8432.29.00,95
1604.16.00,95
1003.90.00,94
6403.51.10,94
8519.30.90,94
9105.91.00,94
2825.90.10,94
7407.29.19,94
8803.10.00,94
7604.10.10,94
4503.10.00,94
6101.20.20,94
9013.90.90,94
2918.11.00,94
4413.00.90,94
4820.10.20,94
7214.30.90,93
6208.19.20,93
3103.90.90,93
5703.90.10,93
2005.51.10,93
7228.70.00,93
2836.20.00,93
0603.19.93,93
2205.90.30,93
3806.90.00,93
4909.00.19,93
4802.20.10,92
7228.60.00,92
9607.11.00,92
1602.10.90,92
1210.20.00,92
5806.10.10,92
5609.00.10,92
4419.00.91,92
7616.99.92,92
6809.90.90,92
8535.21.00,92
7321.89.10,91
6102.90.10,91
6005.32.00,91
8711.40.20,91
2710.99.90,91
1008.30.00,91
1702.90.19,91
8202.39.10,91
0302.13.00,91
7413.00.00,91
6302.32.10,91
9405.20.31,91
1605.56.00,91
9405.99.21,91
8468.20.00,91
5806.39.90,91
7606.12.20,91
8434.20.00,91
1905.31.10,90
4412.33.90,90
6006.32.00,90
7019.51.00,90
1901.90.40,90
6204.44.21,90
4811.51.90,90
9615.19.10,90
8480.49.00,90
3824.99.30,90
6102.30.10,90
5101.29.00,90
8506.40.19,90
0709.59.00,90
7611.00.00,90
3302.90.30,90
4015.19.10,90
3202.90.00,89
8479.89.40,89
8716.31.99,89
8531.90.10,89
1005.90.10,89
1105.10.00,89
1302.13.00,89
0303.53.00,88
9114.30.00,88
6208.91.12,88
1108.13.00,88
7606.11.20,88
2207.10.20,88
9406.00.10,88
8415.90.20,88
3206.19.90,88
3403.99.20,88
6101.30.10,88
5804.10.00,88
6404.19.21,88
5808.10.90,88
0907.10.00,88
8470.30.00,88
9504.20.10,88
8528.73.90,88
0303.13.00,87
5702.42.40,87
6404.11.10,87
7007.21.10,87
8464.20.00,87
8704.32.00,87
0602.20.10,87
2513.20.90,87
6808.00.90,87
2909.43.00,87
0909.21.00,87
0713.31.20,87
0304.39.00,87
5808.90.10,87
7314.41.90,87
4907.00.30,86
3913.90.00,86
3909.39.00,86
9606.22.00,86
8405.10.90,86
8419.40.00,86
3923.40.90,86
7215.10.90,86
8515.39.00,86
8431.42.00,86
8420.91.00,86
0102.21.00,86
9406.90.30,85
8422.20.00,85
6204.21.26,85
6211.33.10,85
8456.11.00,85
4806.40.90,85
9103.90.90,85
9606.10.00,85
8903.92.10,85
6104.19.10,85
8003.00.00,85
5508.10.10,84
1601.00.42,84
7118.10.00,84
6910.90.16,84
0307.49.19,84
8523.49.91,84
5603.11.00,84
8476.21.00,84
6203.43.12,84
9504.90.29,84
2009.89.33,84
6802.91.90,84
0207.14.19,84
8479.79.00,84
8516.32.90,84
3809.92.00,84
6302.39.10,84
5810.92.90,84
3926.90.59,84
8542.33.19,84
7222.30.00,83
7216.69.90,83
3901.40.00,83
8708.70.10,83
5402.69.00,83
5516.34.00,83
2002.90.12,83
7208.53.00,82
8473.21.00,82
6204.22.25,82
6703.00.90,82
5407.53.00,82
5806.32.00,82
9028.30.00,82
1005.90.90,82
8443.13.00,82
4011.94.90,82
0712.31.00,82
7323.93.20,82
9006.59.90,82
6208.22.10,82
0713.40.90,82
6211.43.10,82
6907.30.10,82
4412.32.90,81
6302.10.10,81
5702.92.10,81
2008.19.13,81
8541.30.00,81
8701.10.00,81
0307.43.99,81
6211.49.10,81
8464.10.00,81
4010.34.00,81
2202.90.40,81
0813.50.19,81
4421.90.80,81
1702.30.10,81
7108.13.00,81
8456.90.00,81
0307.72.90,81
4823.90.80,81
0908.11.00,81
8420.10.90,81
9001.10.00,80
2918.16.00,80
7308.90.20,80
3204.11.90,80
8535.90.10,80
3917.32.20,80
4411.13.19,80
1604.19.90,80
4601.99.00,80
8703.10.22,80
6811.89.90,80
2302.40.10,80
9209.30.00,80
9403.83.00,80
9405.20.20,80
7606.92.90,80
8523.80.51,80
8422.40.00,80
2008.50.00,80
2933.69.00,80
2103.30.10,80
7115.90.00,80
8525.60.30,79
7308.90.10,79
6302.39.90,79
2009.90.40,79
3402.13.10,79
1302.19.10,79
1702.90.12,79
0209.10.20,79
1905.40.10,79
3923.50.20,79
2835.24.00,79
2002.90.19,79
8703.24.29,79
6802.92.19,79
0910.91.10,78
1801.00.00,78
9006.52.90,78
7313.00.10,78
3920.62.90,78
7003.12.19,78
4820.10.31,78
2827.49.00,78
8903.10.20,78
7304.49.00,78
7301.20.19,78
6108.39.10,78
8421.12.19,78
2004.90.91,78
7220.90.90,78
3808.99.91,78
8529.90.20,78
8703.22.94,78
2930.90.99,78
2923.20.00,78
8417.20.10,78
3823.19.90,78
2810.00.00,78
8458.99.00,78
0909.61.90,77
5402.61.00,77
8506.90.00,77
7601.10.00,77
8531.80.10,77
5608.90.90,77
5809.00.00,77
7220.90.20,77
1201.90.00,77
3507.10.00,76
9105.11.00,76
6001.10.00,76
3214.10.39,76
5702.32.10,76
3402.90.50,76
8703.21.29,76
0307.49.90,76
6907.40.10,76
0405.90.90,76
3907.50.90,76
8515.39.10,76
0402.29.91,76
0307.32.90,76
3402.13.29,75
8708.93.32,75
7216.61.30,75
7216.21.10,75
9008.90.00,75
9111.90.00,75
9112.90.00,75
1905.10.00,75
9402.10.12,75
0204.42.00,75
0402.21.10,75
6203.41.23,75
2501.00.20,75
7302.10.00,75
8461.90.00,75
8519.30.19,75
9030.20.00,74
0307.19.90,74
9022.90.10,74
8417.80.00,74
4303.90.90,74
3214.10.29,74
9619.00.22,74
7208.39.00,74
2821.10.00,74
5309.29.00,74
8438.80.90,74
5604.90.90,73
1404.90.94,73
3917.22.20,73
4823.90.20,73
8480.41.00,73
4810.13.19,73
8522.90.10,73
5503.40.00,73
3917.21.40,73
6403.59.91,73
7907.00.10,73
4411.94.99,73
7407.21.00,73
8466.30.00,73
7306.21.00,73
4907.00.41,73
2509.00.00,73
1901.90.21,73
2005.99.50,72
4805.92.99,72
4811.10.10,72
0901.90.00,72
9005.90.00,72
4803.00.10,72
7009.91.10,72
6203.43.21,72
0713.35.90,72
4819.40.11,72
8708.94.10,72
8447.90.00,72
3824.90.95,72
9405.99.32,72
1605.51.00,72
2004.90.13,72
8202.20.00,72
7210.90.19,72
3808.99.11,72
5608.11.90,72
6116.10.10,72
9406.00.51,72
6107.99.90,72
9018.20.00,72
8515.31.00,72
7305.90.90,72
5101.19.00,72
8506.80.11,71
2711.19.00,71
6307.90.24,71
7013.10.30,71
8413.40.00,71
2106.90.61,71
3905.29.00,71
6203.23.90,71
8437.10.10,71
7615.20.10,71
7321.19.20,71
6304.93.20,71
0504.00.10,71
6302.93.10,71
5703.30.20,71
9006.40.00,71
0307.51.00,71
8438.50.10,71
8523.80.31,71
7210.11.00,71
4420.90.11,71
6908.90.21,70
4011.69.00,70
6110.19.90,70
3207.10.00,70
5607.50.90,70
5401.10.00,70
8523.80.39,70
4418.40.00,70
2005.99.61,70
5907.00.10,70
7212.60.90,70
5811.00.90,69
7308.40.10,69
9020.00.20,69
6208.91.91,69
6802.91.11,69
9015.20.00,69
4911.99.59,69
9205.90.20,69
0304.31.00,69
8477.59.00,69
2530.90.90,69
9403.81.00,69
4905.10.00,68
2009.29.00,68
8703.22.29,68
3920.71.20,68
6205.20.21,68
0306.35.10,68
8544.49.20,68
3001.90.10,68
7204.29.00,68
1212.99.90,68
1803.20.00,68
6107.99.10,68
8406.90.00,68
2004.90.51,68
7216.50.90,68
2517.10.90,68
1702.40.90,68
8426.49.00,68
5905.00.00,68
5407.73.90,68
3306.90.20,67
3907.50.10,67
4411.14.92,67
9006.69.10,67
9011.20.00,67
8527.21.10,67
2835.22.00,67
4907.00.69,67
8416.20.00,67
8523.29.34,67
9032.20.10,67
8501.62.00,67
0306.19.90,67
2712.90.10,67
7307.23.00,67
9406.00.69,67
8716.90.91,67
5806.32.10,67
9007.91.00,67
8459.70.00,67
9603.90.50,67
8438.30.00,67
1902.20.19,66
8407.33.00,66
8413.20.20,66
8438.50.90,66
1602.20.00,66
8702.90.19,66
2708.10.00,66
3105.60.00,66
8419.89.30,66
8480.20.00,66
7106.91.00,66
1104.30.00,66
3818.00.00,66
6204.41.21,66
4004.00.00,66
8302.49.20,66
6204.59.10,65
3926.90.72,65
7606.11.10,65
2914.12.00,65
6208.92.11,65
5908.00.00,65
7212.10.00,65
4107.19.90,65
9020.00.10,65
4003.00.10,65
2922.19.90,65
8716.40.10,65
2517.49.00,65
7907.00.29,65
3902.90.00,65
2208.20.10,65
3105.30.00,65
3702.39.90,65
8902.00.10,65
2827.32.00,65
8404.90.00,64
2009.90.30,64
7219.33.00,64
8510.90.10,64
1104.22.19,64
5604.10.00,64
6207.99.21,64
8803.20.00,64
2905.45.00,64
4808.40.10,64
